Station_Code,datetime,depth_m_corrected,level_m_corrected
Gallinas_creek,7/22/23 17:30,,1.68
Gallinas_creek,7/22/23 17:45,,1.62
Gallinas_creek,7/22/23 18:00,,1.57
Gallinas_creek,7/22/23 18:15,,1.52
Gallinas_creek,7/22/23 18:30,,1.46
Gallinas_creek,7/22/23 18:45,,1.39
Gallinas_creek,7/22/23 19:00,,1.33
Gallinas_creek,7/22/23 19:15,,1.24
Gallinas_creek,7/22/23 19:30,,1.2
Gallinas_creek,7/22/23 19:45,,1.15
Gallinas_creek,7/22/23 20:00,,1.1
Gallinas_creek,7/22/23 20:15,,1.06
Gallinas_creek,7/22/23 20:30,,1.02
Gallinas_creek,7/22/23 20:45,,0.98
Gallinas_creek,7/22/23 21:00,,0.96
Gallinas_creek,7/22/23 21:15,,0.93
Gallinas_creek,7/22/23 21:30,,0.93
Gallinas_creek,7/22/23 21:45,,0.92
Gallinas_creek,7/22/23 22:00,,0.92
Gallinas_creek,7/22/23 22:15,,0.95
Gallinas_creek,7/22/23 22:30,,0.96
Gallinas_creek,7/22/23 22:45,,0.97
Gallinas_creek,7/22/23 23:00,,0.99
Gallinas_creek,7/22/23 23:15,,1.03
Gallinas_creek,7/22/23 23:30,,1.07
Gallinas_creek,7/22/23 23:45,,1.13
Gallinas_creek,7/23/23 0:00,,1.19
Gallinas_creek,7/23/23 0:15,,1.23
Gallinas_creek,7/23/23 0:30,,1.27
Gallinas_creek,7/23/23 0:45,,1.31
Gallinas_creek,7/23/23 1:00,,1.38
Gallinas_creek,7/23/23 1:15,,1.43
Gallinas_creek,7/23/23 1:30,,1.5
Gallinas_creek,7/23/23 1:45,,1.53
Gallinas_creek,7/23/23 2:00,,1.56
Gallinas_creek,7/23/23 2:15,,1.59
Gallinas_creek,7/23/23 2:30,,1.62
Gallinas_creek,7/23/23 2:45,,1.63
Gallinas_creek,7/23/23 3:00,,1.65
Gallinas_creek,7/23/23 3:15,,1.65
Gallinas_creek,7/23/23 3:30,,1.65
Gallinas_creek,7/23/23 3:45,,1.64
Gallinas_creek,7/23/23 4:00,,1.59
Gallinas_creek,7/23/23 4:15,,1.56
Gallinas_creek,7/23/23 4:30,,1.54
Gallinas_creek,7/23/23 4:45,,1.49
Gallinas_creek,7/23/23 5:00,,1.43
Gallinas_creek,7/23/23 5:15,,1.37
Gallinas_creek,7/23/23 5:30,,1.3
Gallinas_creek,7/23/23 5:45,,1.21
Gallinas_creek,7/23/23 6:00,,1.14
Gallinas_creek,7/23/23 6:15,,1.06
Gallinas_creek,7/23/23 6:30,,1
Gallinas_creek,7/23/23 6:45,,0.94
Gallinas_creek,7/23/23 7:00,,0.87
Gallinas_creek,7/23/23 7:15,,0.79
Gallinas_creek,7/23/23 7:30,,0.73
Gallinas_creek,7/23/23 7:45,,0.67
Gallinas_creek,7/23/23 8:00,,0.61
Gallinas_creek,7/23/23 8:15,,0.56
Gallinas_creek,7/23/23 8:30,,0.52
Gallinas_creek,7/23/23 8:45,,0.48
Gallinas_creek,7/23/23 9:00,,0.45
Gallinas_creek,7/23/23 9:15,,0.41
Gallinas_creek,7/23/23 9:30,,0.4
Gallinas_creek,7/23/23 9:45,,0.39
Gallinas_creek,7/23/23 10:00,,0.4
Gallinas_creek,7/23/23 10:15,,0.42
Gallinas_creek,7/23/23 10:30,,0.45
Gallinas_creek,7/23/23 10:45,,0.48
Gallinas_creek,7/23/23 11:00,,0.49
Gallinas_creek,7/23/23 11:15,,0.51
Gallinas_creek,7/23/23 11:30,,0.56
Gallinas_creek,7/23/23 11:45,,0.63
Gallinas_creek,7/23/23 12:00,,0.72
Gallinas_creek,7/23/23 12:15,,0.8
Gallinas_creek,7/23/23 12:30,,0.86
Gallinas_creek,7/23/23 12:45,,0.93
Gallinas_creek,7/23/23 13:00,,1
Gallinas_creek,7/23/23 13:15,,1.1
Gallinas_creek,7/23/23 13:30,,1.19
Gallinas_creek,7/23/23 13:45,,1.28
Gallinas_creek,7/23/23 14:00,,1.35
Gallinas_creek,7/23/23 14:15,,1.4
Gallinas_creek,7/23/23 14:30,,1.46
Gallinas_creek,7/23/23 14:45,,1.52
Gallinas_creek,7/23/23 15:00,,1.59
Gallinas_creek,7/23/23 15:15,,1.63
Gallinas_creek,7/23/23 15:30,,1.68
Gallinas_creek,7/23/23 15:45,,1.7
Gallinas_creek,7/23/23 16:00,,1.72
Gallinas_creek,7/23/23 16:15,,1.76
Gallinas_creek,7/23/23 16:30,,1.8
Gallinas_creek,7/23/23 16:45,,1.81
Gallinas_creek,7/23/23 17:00,,1.8
Gallinas_creek,7/23/23 17:15,,1.77
Gallinas_creek,7/23/23 17:30,,1.76
Gallinas_creek,7/23/23 17:45,,1.74
Gallinas_creek,7/23/23 18:00,,1.68
Gallinas_creek,7/23/23 18:15,,1.64
Gallinas_creek,7/23/23 18:30,,1.6
Gallinas_creek,7/23/23 18:45,,1.51
Gallinas_creek,7/23/23 19:00,,1.44
Gallinas_creek,7/23/23 19:15,,1.37
Gallinas_creek,7/23/23 19:30,,1.31
Gallinas_creek,7/23/23 19:45,,1.26
Gallinas_creek,7/23/23 20:00,,1.21
Gallinas_creek,7/23/23 20:15,,1.14
Gallinas_creek,7/23/23 20:30,,1.07
Gallinas_creek,7/23/23 20:45,,1.02
Gallinas_creek,7/23/23 21:00,,0.98
Gallinas_creek,7/23/23 21:15,,0.94
Gallinas_creek,7/23/23 21:30,,0.89
Gallinas_creek,7/23/23 21:45,,0.86
Gallinas_creek,7/23/23 22:00,,0.84
Gallinas_creek,7/23/23 22:15,,0.84
Gallinas_creek,7/23/23 22:30,,0.82
Gallinas_creek,7/23/23 22:45,,0.81
Gallinas_creek,7/23/23 23:00,,0.81
Gallinas_creek,7/23/23 23:15,,0.83
Gallinas_creek,7/23/23 23:30,,0.85
Gallinas_creek,7/23/23 23:45,,0.89
Gallinas_creek,7/24/23 0:00,,0.9
Gallinas_creek,7/24/23 0:15,,0.91
Gallinas_creek,7/24/23 0:30,,0.95
Gallinas_creek,7/24/23 0:45,,0.99
Gallinas_creek,7/24/23 1:00,,1.05
Gallinas_creek,7/24/23 1:15,,1.11
Gallinas_creek,7/24/23 1:30,,1.16
Gallinas_creek,7/24/23 1:45,,1.22
Gallinas_creek,7/24/23 2:00,,1.26
Gallinas_creek,7/24/23 2:15,,1.32
Gallinas_creek,7/24/23 2:30,,1.35
Gallinas_creek,7/24/23 2:45,,1.37
Gallinas_creek,7/24/23 3:00,,1.4
Gallinas_creek,7/24/23 3:15,,1.44
Gallinas_creek,7/24/23 3:30,,1.48
Gallinas_creek,7/24/23 3:45,,1.49
Gallinas_creek,7/24/23 4:00,,1.49
Gallinas_creek,7/24/23 4:15,,1.46
Gallinas_creek,7/24/23 4:30,,1.44
Gallinas_creek,7/24/23 4:45,,1.42
Gallinas_creek,7/24/23 5:00,,1.41
Gallinas_creek,7/24/23 5:15,,1.41
Gallinas_creek,7/24/23 5:30,,1.37
Gallinas_creek,7/24/23 5:45,,1.31
Gallinas_creek,7/24/23 6:00,,1.23
Gallinas_creek,7/24/23 6:15,,1.17
Gallinas_creek,7/24/23 6:30,,1.14
Gallinas_creek,7/24/23 6:45,,1.1
Gallinas_creek,7/24/23 7:00,,1.05
Gallinas_creek,7/24/23 7:15,,0.99
Gallinas_creek,7/24/23 7:30,,0.93
Gallinas_creek,7/24/23 7:45,,0.85
Gallinas_creek,7/24/23 8:00,,0.78
Gallinas_creek,7/24/23 8:15,,0.73
Gallinas_creek,7/24/23 8:30,,0.69
Gallinas_creek,7/24/23 8:45,,0.66
Gallinas_creek,7/24/23 9:00,,0.63
Gallinas_creek,7/24/23 9:15,,0.59
Gallinas_creek,7/24/23 9:30,,0.55
Gallinas_creek,7/24/23 9:45,,0.52
Gallinas_creek,7/24/23 10:00,,0.5
Gallinas_creek,7/24/23 10:15,,0.51
Gallinas_creek,7/24/23 10:30,,0.52
Gallinas_creek,7/24/23 10:45,,0.54
Gallinas_creek,7/24/23 11:00,,0.56
Gallinas_creek,7/24/23 11:15,,0.58
Gallinas_creek,7/24/23 11:30,,0.6
Gallinas_creek,7/24/23 11:45,,0.63
Gallinas_creek,7/24/23 12:00,,0.67
Gallinas_creek,7/24/23 12:15,,0.73
Gallinas_creek,7/24/23 12:30,,0.8
Gallinas_creek,7/24/23 12:45,,0.88
Gallinas_creek,7/24/23 13:00,,0.94
Gallinas_creek,7/24/23 13:15,,1.01
Gallinas_creek,7/24/23 13:30,,1.07
Gallinas_creek,7/24/23 13:45,,1.15
Gallinas_creek,7/24/23 14:00,,1.23
Gallinas_creek,7/24/23 14:15,,1.3
Gallinas_creek,7/24/23 14:30,,1.37
Gallinas_creek,7/24/23 14:45,,1.41
Gallinas_creek,7/24/23 15:00,,1.46
Gallinas_creek,7/24/23 15:15,,1.51
Gallinas_creek,7/24/23 15:30,,1.56
Gallinas_creek,7/24/23 15:45,,1.62
Gallinas_creek,7/24/23 16:00,,1.67
Gallinas_creek,7/24/23 16:15,,1.69
Gallinas_creek,7/24/23 16:30,,1.72
Gallinas_creek,7/24/23 16:45,,1.73
Gallinas_creek,7/24/23 17:00,,1.75
Gallinas_creek,7/24/23 17:15,,1.74
Gallinas_creek,7/24/23 17:30,,1.76
Gallinas_creek,7/24/23 17:45,,1.76
Gallinas_creek,7/24/23 18:00,,1.73
Gallinas_creek,7/24/23 18:15,,1.7
Gallinas_creek,7/24/23 18:30,,1.65
Gallinas_creek,7/24/23 18:45,,1.6
Gallinas_creek,7/24/23 19:00,,1.53
Gallinas_creek,7/24/23 19:15,,1.47
Gallinas_creek,7/24/23 19:30,,1.42
Gallinas_creek,7/24/23 19:45,,1.35
Gallinas_creek,7/24/23 20:00,,1.29
Gallinas_creek,7/24/23 20:15,,1.22
Gallinas_creek,7/24/23 20:30,,1.17
Gallinas_creek,7/24/23 20:45,,1.11
Gallinas_creek,7/24/23 21:00,,1.05
Gallinas_creek,7/24/23 21:15,,0.99
Gallinas_creek,7/24/23 21:30,,0.94
Gallinas_creek,7/24/23 21:45,,0.88
Gallinas_creek,7/24/23 22:00,,0.85
Gallinas_creek,7/24/23 22:15,,0.81
Gallinas_creek,7/24/23 22:30,,0.78
Gallinas_creek,7/24/23 22:45,,0.74
Gallinas_creek,7/24/23 23:00,,0.72
Gallinas_creek,7/24/23 23:15,,0.7
Gallinas_creek,7/24/23 23:30,,0.69
Gallinas_creek,7/24/23 23:45,,0.68
Gallinas_creek,7/25/23 0:00,,0.68
Gallinas_creek,7/25/23 0:15,,0.68
Gallinas_creek,7/25/23 0:30,,0.69
Gallinas_creek,7/25/23 0:45,,0.7
Gallinas_creek,7/25/23 1:00,,0.72
Gallinas_creek,7/25/23 1:15,,0.75
Gallinas_creek,7/25/23 1:30,,0.81
Gallinas_creek,7/25/23 1:45,,0.84
Gallinas_creek,7/25/23 2:00,,0.88
Gallinas_creek,7/25/23 2:15,,0.92
Gallinas_creek,7/25/23 2:30,,0.97
Gallinas_creek,7/25/23 2:45,,1.02
Gallinas_creek,7/25/23 3:00,,1.08
Gallinas_creek,7/25/23 3:15,,1.11
Gallinas_creek,7/25/23 3:30,,1.15
Gallinas_creek,7/25/23 3:45,,1.17
Gallinas_creek,7/25/23 4:00,,1.2
Gallinas_creek,7/25/23 4:15,,1.24
Gallinas_creek,7/25/23 4:30,,1.26
Gallinas_creek,7/25/23 4:45,,1.28
Gallinas_creek,7/25/23 5:00,,1.3
Gallinas_creek,7/25/23 5:15,,1.31
Gallinas_creek,7/25/23 5:30,,1.3
Gallinas_creek,7/25/23 5:45,,1.27
Gallinas_creek,7/25/23 6:00,,1.27
Gallinas_creek,7/25/23 6:15,,1.26
Gallinas_creek,7/25/23 6:30,,1.24
Gallinas_creek,7/25/23 6:45,,1.22
Gallinas_creek,7/25/23 7:00,,1.17
Gallinas_creek,7/25/23 7:15,,1.12
Gallinas_creek,7/25/23 7:30,,1.08
Gallinas_creek,7/25/23 7:45,,1.04
Gallinas_creek,7/25/23 8:00,,1
Gallinas_creek,7/25/23 8:15,,0.96
Gallinas_creek,7/25/23 8:30,,0.92
Gallinas_creek,7/25/23 8:45,,0.86
Gallinas_creek,7/25/23 9:00,,0.81
Gallinas_creek,7/25/23 9:15,,0.76
Gallinas_creek,7/25/23 9:30,,0.73
Gallinas_creek,7/25/23 9:45,,0.71
Gallinas_creek,7/25/23 10:00,,0.71
Gallinas_creek,7/25/23 10:15,,0.69
Gallinas_creek,7/25/23 10:30,,0.66
Gallinas_creek,7/25/23 10:45,,0.64
Gallinas_creek,7/25/23 11:00,,0.64
Gallinas_creek,7/25/23 11:15,,0.64
Gallinas_creek,7/25/23 11:30,,0.67
Gallinas_creek,7/25/23 11:45,,0.7
Gallinas_creek,7/25/23 12:00,,0.73
Gallinas_creek,7/25/23 12:15,,0.76
Gallinas_creek,7/25/23 12:30,,0.79
Gallinas_creek,7/25/23 12:45,,0.81
Gallinas_creek,7/25/23 13:00,,0.86
Gallinas_creek,7/25/23 13:15,,0.94
Gallinas_creek,7/25/23 13:30,,1.02
Gallinas_creek,7/25/23 13:45,,1.09
Gallinas_creek,7/25/23 14:00,,1.16
Gallinas_creek,7/25/23 14:15,,1.21
Gallinas_creek,7/25/23 14:30,,1.27
Gallinas_creek,7/25/23 14:45,,1.35
Gallinas_creek,7/25/23 15:00,,1.42
Gallinas_creek,7/25/23 15:15,,1.47
Gallinas_creek,7/25/23 15:30,,1.53
Gallinas_creek,7/25/23 15:45,,1.58
Gallinas_creek,7/25/23 16:00,,1.62
Gallinas_creek,7/25/23 16:15,,1.66
Gallinas_creek,7/25/23 16:30,,1.71
Gallinas_creek,7/25/23 16:45,,1.76
Gallinas_creek,7/25/23 17:00,,1.78
Gallinas_creek,7/25/23 17:15,,1.81
Gallinas_creek,7/25/23 17:30,,1.82
Gallinas_creek,7/25/23 17:45,,1.84
Gallinas_creek,7/25/23 18:00,,1.84
Gallinas_creek,7/25/23 18:15,,1.83
Gallinas_creek,7/25/23 18:30,,1.82
Gallinas_creek,7/25/23 18:45,,1.78
Gallinas_creek,7/25/23 19:00,,1.73
Gallinas_creek,7/25/23 19:15,,1.67
Gallinas_creek,7/25/23 19:30,,1.63
Gallinas_creek,7/25/23 19:45,,1.57
Gallinas_creek,7/25/23 20:00,,1.51
Gallinas_creek,7/25/23 20:15,,1.43
Gallinas_creek,7/25/23 20:30,,1.36
Gallinas_creek,7/25/23 20:45,,1.29
Gallinas_creek,7/25/23 21:00,,1.22
Gallinas_creek,7/25/23 21:15,,1.16
Gallinas_creek,7/25/23 21:30,,1.11
Gallinas_creek,7/25/23 21:45,,1.05
Gallinas_creek,7/25/23 22:00,,0.99
Gallinas_creek,7/25/23 22:15,,0.93
Gallinas_creek,7/25/23 22:30,,0.87
Gallinas_creek,7/25/23 22:45,,0.82
Gallinas_creek,7/25/23 23:00,,0.77
Gallinas_creek,7/25/23 23:15,,0.72
Gallinas_creek,7/25/23 23:30,,0.68
Gallinas_creek,7/25/23 23:45,,0.64
Gallinas_creek,7/26/23 0:00,,0.61
Gallinas_creek,7/26/23 0:15,,0.59
Gallinas_creek,7/26/23 0:30,,0.54
Gallinas_creek,7/26/23 0:45,,0.53
Gallinas_creek,7/26/23 1:00,,0.52
Gallinas_creek,7/26/23 1:15,,0.54
Gallinas_creek,7/26/23 1:30,,0.55
Gallinas_creek,7/26/23 1:45,,0.57
Gallinas_creek,7/26/23 2:00,,0.58
Gallinas_creek,7/26/23 2:15,,0.59
Gallinas_creek,7/26/23 2:30,,0.62
Gallinas_creek,7/26/23 2:45,,0.66
Gallinas_creek,7/26/23 3:00,,0.73
Gallinas_creek,7/26/23 3:15,,0.78
Gallinas_creek,7/26/23 3:30,,0.83
Gallinas_creek,7/26/23 3:45,,0.87
Gallinas_creek,7/26/23 4:00,,0.9
Gallinas_creek,7/26/23 4:15,,0.94
Gallinas_creek,7/26/23 4:30,,1
Gallinas_creek,7/26/23 4:45,,1.05
Gallinas_creek,7/26/23 5:00,,1.11
Gallinas_creek,7/26/23 5:15,,1.14
Gallinas_creek,7/26/23 5:30,,1.15
Gallinas_creek,7/26/23 5:45,,1.17
Gallinas_creek,7/26/23 6:00,,1.19
Gallinas_creek,7/26/23 6:15,,1.22
Gallinas_creek,7/26/23 6:30,,1.24
Gallinas_creek,7/26/23 6:45,,1.24
Gallinas_creek,7/26/23 7:00,,1.26
Gallinas_creek,7/26/23 7:15,,1.25
Gallinas_creek,7/26/23 7:30,,1.24
Gallinas_creek,7/26/23 7:45,,1.22
Gallinas_creek,7/26/23 8:00,,1.2
Gallinas_creek,7/26/23 8:15,,1.18
Gallinas_creek,7/26/23 8:30,,1.16
Gallinas_creek,7/26/23 8:45,,1.14
Gallinas_creek,7/26/23 9:00,,1.11
Gallinas_creek,7/26/23 9:15,,1.08
Gallinas_creek,7/26/23 9:30,,1.03
Gallinas_creek,7/26/23 9:45,,0.98
Gallinas_creek,7/26/23 10:00,,0.96
Gallinas_creek,7/26/23 10:15,,0.93
Gallinas_creek,7/26/23 10:30,,0.92
Gallinas_creek,7/26/23 10:45,,0.91
Gallinas_creek,7/26/23 11:00,,0.88
Gallinas_creek,7/26/23 11:15,,0.85
Gallinas_creek,7/26/23 11:30,,0.82
Gallinas_creek,7/26/23 11:45,,0.81
Gallinas_creek,7/26/23 12:00,,0.83
Gallinas_creek,7/26/23 12:15,,0.86
Gallinas_creek,7/26/23 12:30,,0.88
Gallinas_creek,7/26/23 12:45,,0.92
Gallinas_creek,7/26/23 13:00,,0.93
Gallinas_creek,7/26/23 13:15,,0.95
Gallinas_creek,7/26/23 13:30,,0.99
Gallinas_creek,7/26/23 13:45,,1.04
Gallinas_creek,7/26/23 14:00,,1.1
Gallinas_creek,7/26/23 14:15,,1.16
Gallinas_creek,7/26/23 14:30,,1.21
Gallinas_creek,7/26/23 14:45,,1.26
Gallinas_creek,7/26/23 15:00,,1.33
Gallinas_creek,7/26/23 15:15,,1.39
Gallinas_creek,7/26/23 15:30,,1.47
Gallinas_creek,7/26/23 15:45,,1.53
Gallinas_creek,7/26/23 16:00,,1.59
Gallinas_creek,7/26/23 16:15,,1.64
Gallinas_creek,7/26/23 16:30,,1.71
Gallinas_creek,7/26/23 16:45,,1.75
Gallinas_creek,7/26/23 17:00,,1.79
Gallinas_creek,7/26/23 17:15,,1.83
Gallinas_creek,7/26/23 17:30,,1.86
Gallinas_creek,7/26/23 17:45,,1.9
Gallinas_creek,7/26/23 18:00,,1.91
Gallinas_creek,7/26/23 18:15,,1.92
Gallinas_creek,7/26/23 18:30,,1.92
Gallinas_creek,7/26/23 18:45,,1.93
Gallinas_creek,7/26/23 19:00,,1.91
Gallinas_creek,7/26/23 19:15,,1.89
Gallinas_creek,7/26/23 19:30,,1.86
Gallinas_creek,7/26/23 19:45,,1.81
Gallinas_creek,7/26/23 20:00,,1.76
Gallinas_creek,7/26/23 20:15,,1.71
Gallinas_creek,7/26/23 20:30,,1.66
Gallinas_creek,7/26/23 20:45,,1.59
Gallinas_creek,7/26/23 21:00,,1.5
Gallinas_creek,7/26/23 21:15,,1.42
Gallinas_creek,7/26/23 21:30,,1.35
Gallinas_creek,7/26/23 21:45,,1.27
Gallinas_creek,7/26/23 22:00,,1.19
Gallinas_creek,7/26/23 22:15,,1.12
Gallinas_creek,7/26/23 22:30,,1.05
Gallinas_creek,7/26/23 22:45,,0.98
Gallinas_creek,7/26/23 23:00,,0.91
Gallinas_creek,7/26/23 23:15,,0.85
Gallinas_creek,7/26/23 23:30,,0.79
Gallinas_creek,7/26/23 23:45,,0.73
Gallinas_creek,7/27/23 0:00,,0.66
Gallinas_creek,7/27/23 0:15,,0.6
Gallinas_creek,7/27/23 0:30,,0.54
Gallinas_creek,7/27/23 0:45,,0.49
Gallinas_creek,7/27/23 1:00,,0.45
Gallinas_creek,7/27/23 1:15,,0.41
Gallinas_creek,7/27/23 1:30,,0.38
Gallinas_creek,7/27/23 1:45,,0.36
Gallinas_creek,7/27/23 2:00,,0.35
Gallinas_creek,7/27/23 2:15,,0.35
Gallinas_creek,7/27/23 2:30,,0.35
Gallinas_creek,7/27/23 2:45,,0.38
Gallinas_creek,7/27/23 3:00,,0.41
Gallinas_creek,7/27/23 3:15,,0.43
Gallinas_creek,7/27/23 3:30,,0.47
Gallinas_creek,7/27/23 3:45,,0.51
Gallinas_creek,7/27/23 4:00,,0.56
Gallinas_creek,7/27/23 4:15,,0.61
Gallinas_creek,7/27/23 4:30,,0.66
Gallinas_creek,7/27/23 4:45,,0.73
Gallinas_creek,7/27/23 5:00,,0.81
Gallinas_creek,7/27/23 5:15,,0.88
Gallinas_creek,7/27/23 5:30,,0.93
Gallinas_creek,7/27/23 5:45,,0.98
Gallinas_creek,7/27/23 6:00,,1.03
Gallinas_creek,7/27/23 6:15,,1.08
Gallinas_creek,7/27/23 6:30,,1.12
Gallinas_creek,7/27/23 6:45,,1.18
Gallinas_creek,7/27/23 7:00,,1.22
Gallinas_creek,7/27/23 7:15,,1.24
Gallinas_creek,7/27/23 7:30,,1.26
Gallinas_creek,7/27/23 7:45,,1.27
Gallinas_creek,7/27/23 8:00,,1.3
Gallinas_creek,7/27/23 8:15,,1.31
Gallinas_creek,7/27/23 8:30,,1.31
Gallinas_creek,7/27/23 8:45,,1.32
Gallinas_creek,7/27/23 9:00,,1.31
Gallinas_creek,7/27/23 9:15,,1.29
Gallinas_creek,7/27/23 9:30,,1.28
Gallinas_creek,7/27/23 9:45,,1.26
Gallinas_creek,7/27/23 10:00,,1.25
Gallinas_creek,7/27/23 10:15,,1.25
