Station_Code,datetime,depth_m_corrected,level_m_corrected,tide_wse_H,tide_wse_L
Gallinas_creek,1/12/24 12:30,NA,2.23,2.23,NA
Gallinas_creek,2/19/24 8:30,NA,2.23,2.23,NA
Gallinas_creek,11/17/23 14:00,NA,2.22,2.22,NA
Gallinas_creek,11/29/23 13:00,NA,2.22,2.22,NA
Gallinas_creek,2/4/24 6:45,NA,2.22,2.22,NA
Gallinas_creek,8/29/23 23:00,NA,2.21,2.21,NA
Gallinas_creek,9/1/23 0:45,NA,2.21,2.21,NA
Gallinas_creek,10/1/23 13:45,NA,2.21,2.21,NA
Gallinas_creek,11/25/23 10:30,NA,2.21,2.21,NA
Gallinas_creek,1/13/24 13:15,NA,2.2,2.2,NA
Gallinas_creek,6/8/24 0:45,NA,2.2,2.2,NA
Gallinas_creek,10/2/23 14:00,NA,2.19,2.19,NA
Gallinas_creek,11/13/23 11:30,NA,2.19,2.19,NA
Gallinas_creek,11/24/23 10:00,NA,2.19,2.19,NA
Gallinas_creek,1/9/24 10:15,NA,2.19,2.19,NA
Gallinas_creek,4/13/24 3:15,NA,2.19,2.19,NA
Gallinas_creek,5/9/24 0:30,NA,2.19,2.19,NA
Gallinas_creek,12/16/23 14:15,NA,2.18,2.18,NA
Gallinas_creek,12/21/23 7:45,NA,2.18,2.18,NA
Gallinas_creek,1/20/24 7:45,NA,2.18,2.18,NA
Gallinas_creek,1/21/24 8:30,NA,2.18,2.18,NA
Gallinas_creek,6/4/24 22:45,NA,2.18,2.18,NA
Gallinas_creek,8/28/23 22:00,NA,2.17,2.17,NA
Gallinas_creek,12/11/23 10:30,NA,2.17,2.17,NA
Gallinas_creek,1/24/24 11:15,NA,2.17,2.17,NA
Gallinas_creek,10/29/23 12:15,NA,2.16,2.16,NA
Gallinas_creek,10/30/23 13:00,NA,2.16,2.16,NA
Gallinas_creek,2/20/24 9:15,NA,2.16,2.16,NA
Gallinas_creek,3/12/24 1:45,NA,2.16,2.16,NA
Gallinas_creek,5/10/24 1:00,NA,2.16,2.16,NA
Gallinas_creek,7/29/23 21:15,NA,2.15,2.15,NA
Gallinas_creek,3/9/24 11:30,NA,2.15,2.15,NA
Gallinas_creek,4/12/24 2:15,NA,2.15,2.15,NA
Gallinas_creek,9/30/23 13:00,NA,2.14,2.14,NA
Gallinas_creek,1/23/24 10:30,NA,2.14,2.14,NA
Gallinas_creek,5/7/24 23:45,NA,2.14,2.14,NA
Gallinas_creek,8/27/23 21:00,NA,2.13,2.13,NA
Gallinas_creek,10/3/23 14:30,NA,2.13,2.13,NA
Gallinas_creek,10/28/23 11:45,NA,2.13,2.13,NA
Gallinas_creek,2/15/24 4:30,NA,2.13,2.13,NA
Gallinas_creek,3/10/24 12:15,NA,2.13,2.13,NA
Gallinas_creek,6/3/24 21:45,NA,2.13,2.13,NA
Gallinas_creek,10/31/23 13:15,NA,2.12,2.12,NA
Gallinas_creek,3/7/24 9:30,NA,2.12,2.12,NA
Gallinas_creek,3/8/24 10:15,NA,2.12,2.12,NA
Gallinas_creek,6/9/24 1:15,NA,2.12,2.12,NA
Gallinas_creek,8/14/23 23:00,NA,2.11,2.11,NA
Gallinas_creek,11/18/23 15:15,NA,2.11,2.11,NA
Gallinas_creek,2/21/24 10:15,NA,2.11,2.11,NA
Gallinas_creek,4/11/24 1:30,NA,2.11,2.11,NA
Gallinas_creek,8/9/23 19:00,NA,2.1,2.1,NA
Gallinas_creek,8/13/23 22:00,NA,2.1,2.1,NA
Gallinas_creek,9/4/23 15:45,NA,2.1,2.1,NA
Gallinas_creek,11/12/23 11:00,NA,2.1,2.1,NA
Gallinas_creek,11/23/23 9:30,NA,2.1,2.1,NA
Gallinas_creek,3/6/24 8:30,NA,2.1,2.1,NA
Gallinas_creek,3/11/24 1:15,NA,2.1,2.1,NA
Gallinas_creek,3/13/24 2:30,NA,2.1,2.1,NA
Gallinas_creek,4/10/24 1:00,NA,2.1,2.1,NA
Gallinas_creek,7/28/23 20:30,NA,2.09,2.09,NA
Gallinas_creek,8/4/23 1:45,NA,2.09,2.09,NA
Gallinas_creek,9/5/23 16:15,NA,2.09,2.09,NA
Gallinas_creek,10/19/23 14:30,NA,2.09,2.09,NA
Gallinas_creek,2/11/24 13:15,NA,2.09,2.09,NA
Gallinas_creek,5/11/24 1:30,NA,2.09,2.09,NA
Gallinas_creek,5/25/24 0:15,NA,2.09,2.09,NA
Gallinas_creek,10/18/23 14:00,NA,2.08,2.08,NA
Gallinas_creek,10/20/23 15:15,NA,2.08,2.08,NA
Gallinas_creek,1/8/24 9:15,NA,2.08,2.08,NA
Gallinas_creek,5/23/24 23:45,NA,2.08,2.08,NA
Gallinas_creek,8/12/23 21:30,NA,2.07,2.07,NA
Gallinas_creek,8/15/23 23:30,NA,2.07,2.07,NA
Gallinas_creek,8/26/23 19:45,NA,2.07,2.07,NA
Gallinas_creek,9/3/23 15:15,NA,2.07,2.07,NA
Gallinas_creek,10/17/23 13:15,NA,2.07,2.07,NA
Gallinas_creek,11/1/23 14:00,NA,2.07,2.07,NA
Gallinas_creek,12/19/23 6:15,NA,2.07,2.07,NA
Gallinas_creek,8/8/23 17:45,NA,2.06,2.06,NA
Gallinas_creek,8/10/23 20:00,NA,2.06,2.06,NA
Gallinas_creek,8/11/23 21:00,NA,2.06,2.06,NA
Gallinas_creek,9/2/23 14:30,NA,2.06,2.06,NA
Gallinas_creek,9/20/23 15:15,NA,2.06,2.06,NA
Gallinas_creek,10/16/23 13:00,NA,2.06,2.06,NA
Gallinas_creek,10/27/23 11:15,NA,2.06,2.06,NA
Gallinas_creek,11/30/23 13:30,NA,2.06,2.06,NA
Gallinas_creek,12/30/23 13:45,NA,2.06,2.06,NA
Gallinas_creek,1/25/24 11:45,NA,2.06,2.06,NA
Gallinas_creek,3/30/24 2:15,NA,2.06,2.06,NA
Gallinas_creek,5/6/24 23:15,NA,2.06,2.06,NA
Gallinas_creek,8/17/23 0:30,NA,2.05,2.05,NA
Gallinas_creek,9/21/23 15:30,NA,2.05,2.05,NA
Gallinas_creek,12/17/23 15:00,NA,2.05,2.05,NA
Gallinas_creek,2/14/24 3:45,NA,2.05,2.05,NA
Gallinas_creek,6/2/24 21:15,NA,2.05,2.05,NA
Gallinas_creek,8/7/23 17:15,NA,2.04,2.04,NA
Gallinas_creek,8/25/23 18:30,NA,2.04,2.04,NA
Gallinas_creek,12/10/23 10:15,NA,2.04,2.04,NA
Gallinas_creek,1/19/24 7:00,NA,2.04,2.04,NA
Gallinas_creek,2/18/24 7:15,NA,2.04,2.04,NA
Gallinas_creek,3/2/24 4:00,NA,2.04,2.04,NA
Gallinas_creek,3/14/24 3:00,NA,2.04,2.04,NA
Gallinas_creek,5/22/24 23:30,NA,2.04,2.04,NA
Gallinas_creek,9/1/23 13:45,NA,2.03,2.03,NA
Gallinas_creek,9/25/23 21:00,NA,2.03,2.03,NA
Gallinas_creek,2/16/24 5:00,NA,2.03,2.03,NA
Gallinas_creek,2/22/24 11:00,NA,2.03,2.03,NA
Gallinas_creek,3/11/24 13:15,NA,2.03,2.03,NA
Gallinas_creek,5/21/24 23:00,NA,2.03,2.03,NA
Gallinas_creek,5/26/24 1:00,NA,2.03,2.03,NA
Gallinas_creek,8/24/23 17:30,NA,2.02,2.02,NA
Gallinas_creek,9/6/23 17:00,NA,2.02,2.02,NA
Gallinas_creek,10/4/23 15:45,NA,2.02,2.02,NA
Gallinas_creek,1/14/24 14:15,NA,2.02,2.02,NA
Gallinas_creek,4/9/24 0:30,NA,2.02,2.02,NA
Gallinas_creek,9/2/23 1:45,NA,2.01,2.01,NA
Gallinas_creek,9/27/23 22:45,NA,2.01,2.01,NA
Gallinas_creek,9/29/23 12:30,NA,2.01,2.01,NA
Gallinas_creek,2/13/24 3:15,NA,2.01,2.01,NA
Gallinas_creek,2/24/24 12:15,NA,2.01,2.01,NA
Gallinas_creek,9/24/23 19:30,NA,2,2,NA
Gallinas_creek,10/15/23 12:30,NA,2,2,NA
Gallinas_creek,12/18/23 16:15,NA,2,2,NA
Gallinas_creek,1/7/24 8:15,NA,2,2,NA
Gallinas_creek,2/1/24 4:15,NA,2,2,NA
Gallinas_creek,2/17/24 6:00,NA,2,2,NA
Gallinas_creek,2/23/24 11:45,NA,2,2,NA
Gallinas_creek,3/15/24 3:30,NA,2,2,NA
Gallinas_creek,7/27/23 19:00,NA,1.99,1.99,NA
Gallinas_creek,8/18/23 1:00,NA,1.99,1.99,NA
Gallinas_creek,9/26/23 22:00,NA,1.99,1.99,NA
Gallinas_creek,1/17/24 5:30,NA,1.99,1.99,NA
Gallinas_creek,5/5/24 22:45,NA,1.99,1.99,NA
Gallinas_creek,8/6/23 16:45,NA,1.98,1.98,NA
Gallinas_creek,9/19/23 14:15,NA,1.98,1.98,NA
Gallinas_creek,10/26/23 10:45,NA,1.98,1.98,NA
Gallinas_creek,4/22/24 23:45,NA,1.98,1.98,NA
Gallinas_creek,8/5/23 16:15,NA,1.97,1.97,NA
Gallinas_creek,9/12/23 23:00,NA,1.97,1.97,NA
Gallinas_creek,9/22/23 16:45,NA,1.97,1.97,NA
Gallinas_creek,10/21/23 16:30,NA,1.97,1.97,NA
Gallinas_creek,10/22/23 18:00,NA,1.97,1.97,NA
Gallinas_creek,11/11/23 10:45,NA,1.97,1.97,NA
Gallinas_creek,1/6/24 7:45,NA,1.97,1.97,NA
Gallinas_creek,1/26/24 12:15,NA,1.97,1.97,NA
Gallinas_creek,2/25/24 12:30,NA,1.97,1.97,NA
Gallinas_creek,3/16/24 4:30,NA,1.97,1.97,NA
Gallinas_creek,4/14/24 4:00,NA,1.97,1.97,NA
Gallinas_creek,4/24/24,NA,1.97,1.97,NA
Gallinas_creek,4/25/24 0:30,NA,1.97,1.97,NA
Gallinas_creek,5/4/24 22:15,NA,1.97,1.97,NA
Gallinas_creek,5/20/24 22:30,NA,1.97,1.97,NA
Gallinas_creek,5/27/24 1:45,NA,1.97,1.97,NA
Gallinas_creek,6/10/24 2:15,NA,1.97,1.97,NA
Gallinas_creek,8/23/23 16:30,NA,1.96,1.96,NA
Gallinas_creek,8/31/23 13:30,NA,1.96,1.96,NA
Gallinas_creek,9/11/23 22:15,NA,1.96,1.96,NA
Gallinas_creek,9/18/23 14:15,NA,1.96,1.96,NA
Gallinas_creek,10/14/23 12:00,NA,1.96,1.96,NA
Gallinas_creek,12/9/23 9:30,NA,1.96,1.96,NA
Gallinas_creek,2/12/24 14:15,NA,1.96,1.96,NA
Gallinas_creek,3/5/24 7:00,NA,1.96,1.96,NA
Gallinas_creek,4/26/24 0:45,NA,1.96,1.96,NA
Gallinas_creek,5/12/24 2:15,NA,1.96,1.96,NA
Gallinas_creek,9/13/23 23:30,NA,1.95,1.95,NA
Gallinas_creek,12/18/23 5:45,NA,1.95,1.95,NA
Gallinas_creek,3/31/24 3:15,NA,1.95,1.95,NA
Gallinas_creek,9/7/23 18:00,NA,1.94,1.94,NA
Gallinas_creek,9/10/23 21:15,NA,1.94,1.94,NA
Gallinas_creek,9/23/23 18:15,NA,1.94,1.94,NA
Gallinas_creek,9/29/23,NA,1.94,1.94,NA
Gallinas_creek,11/2/23 15:00,NA,1.94,1.94,NA
Gallinas_creek,2/4/24 21:45,NA,1.94,1.94,NA
Gallinas_creek,7/26/23 18:45,NA,1.93,1.93,NA
Gallinas_creek,9/8/23 19:15,NA,1.93,1.93,NA
Gallinas_creek,9/17/23 13:45,NA,1.93,1.93,NA
Gallinas_creek,10/23/23 19:15,NA,1.93,1.93,NA
Gallinas_creek,3/1/24 3:15,NA,1.93,1.93,NA
Gallinas_creek,3/3/24 4:00,NA,1.93,1.93,NA
Gallinas_creek,3/10/24 0:45,NA,1.93,1.93,NA
Gallinas_creek,8/19/23 1:30,NA,1.92,1.92,NA
Gallinas_creek,9/9/23 20:30,NA,1.92,1.92,NA
Gallinas_creek,9/28/23 12:00,NA,1.92,1.92,NA
Gallinas_creek,10/13/23 11:45,NA,1.92,1.92,NA
Gallinas_creek,10/24/23 20:30,NA,1.92,1.92,NA
Gallinas_creek,11/10/23 10:30,NA,1.92,1.92,NA
Gallinas_creek,3/23/24 11:45,NA,1.92,1.92,NA
Gallinas_creek,8/4/23 15:15,NA,1.91,1.91,NA
Gallinas_creek,9/30/23 1:00,NA,1.91,1.91,NA
Gallinas_creek,11/22/23 8:45,NA,1.91,1.91,NA
Gallinas_creek,12/8/23 9:00,NA,1.91,1.91,NA
Gallinas_creek,1/27/24 13:15,NA,1.91,1.91,NA
Gallinas_creek,4/4/24 8:00,NA,1.91,1.91,NA
Gallinas_creek,4/27/24 1:30,NA,1.91,1.91,NA
Gallinas_creek,5/19/24 21:45,NA,1.91,1.91,NA
Gallinas_creek,6/1/24 21:00,NA,1.91,1.91,NA
Gallinas_creek,8/5/23 2:45,NA,1.9,1.9,NA
Gallinas_creek,8/20/23 15:15,NA,1.9,1.9,NA
Gallinas_creek,8/22/23 16:00,NA,1.9,1.9,NA
Gallinas_creek,10/25/23 10:00,NA,1.9,1.9,NA
Gallinas_creek,1/18/24 6:15,NA,1.9,1.9,NA
Gallinas_creek,2/2/24 5:15,NA,1.9,1.9,NA
Gallinas_creek,5/31/24 20:00,NA,1.9,1.9,NA
Gallinas_creek,9/15/23 0:15,NA,1.89,1.89,NA
Gallinas_creek,12/1/23 14:15,NA,1.89,1.89,NA
Gallinas_creek,12/31/23 14:15,NA,1.89,1.89,NA
Gallinas_creek,1/31/24 4:15,NA,1.89,1.89,NA
Gallinas_creek,2/12/24 2:45,NA,1.89,1.89,NA
Gallinas_creek,3/29/24 2:00,NA,1.89,1.89,NA
Gallinas_creek,4/5/24 9:15,NA,1.89,1.89,NA
Gallinas_creek,8/19/23 15:00,NA,1.88,1.88,NA
Gallinas_creek,10/24/23 9:45,NA,1.88,1.88,NA
Gallinas_creek,12/6/23 8:15,NA,1.88,1.88,NA
Gallinas_creek,10/1/23 2:00,NA,1.87,1.87,NA
Gallinas_creek,12/7/23 8:30,NA,1.87,1.87,NA
Gallinas_creek,2/29/24 3:00,NA,1.87,1.87,NA
Gallinas_creek,3/24/24 0:15,NA,1.87,1.87,NA
Gallinas_creek,4/7/24 23:45,NA,1.87,1.87,NA
Gallinas_creek,9/16/23 13:30,NA,1.86,1.86,NA
Gallinas_creek,10/9/23 21:00,NA,1.86,1.86,NA
Gallinas_creek,10/12/23 11:30,NA,1.86,1.86,NA
Gallinas_creek,1/16/24 4:45,NA,1.86,1.86,NA
Gallinas_creek,1/28/24 13:45,NA,1.86,1.86,NA
Gallinas_creek,2/3/24 6:15,NA,1.86,1.86,NA
Gallinas_creek,3/28/24 1:30,NA,1.86,1.86,NA
Gallinas_creek,5/18/24 21:45,NA,1.86,1.86,NA
Gallinas_creek,5/28/24 2:45,NA,1.86,1.86,NA
Gallinas_creek,1/3/24 6:15,NA,1.85,1.85,NA
Gallinas_creek,2/26/24 13:15,NA,1.85,1.85,NA
Gallinas_creek,3/4/24 5:45,NA,1.85,1.85,NA
Gallinas_creek,4/21/24 23:15,NA,1.85,1.85,NA
Gallinas_creek,7/25/23 17:45,NA,1.84,1.84,NA
Gallinas_creek,8/21/23 15:15,NA,1.84,1.84,NA
Gallinas_creek,10/5/23 16:15,NA,1.84,1.84,NA
Gallinas_creek,10/10/23 21:45,NA,1.84,1.84,NA
Gallinas_creek,10/25/23 21:45,NA,1.84,1.84,NA
Gallinas_creek,3/12/24 14:15,NA,1.84,1.84,NA
Gallinas_creek,3/22/24 11:00,NA,1.84,1.84,NA
Gallinas_creek,3/22/24 23:45,NA,1.84,1.84,NA
Gallinas_creek,6/26/24 1:45,NA,1.84,1.84,NA
Gallinas_creek,10/8/23 20:00,NA,1.83,1.83,NA
Gallinas_creek,11/18/23 5:00,NA,1.83,1.83,NA
Gallinas_creek,12/19/23 17:45,NA,1.83,1.83,NA
Gallinas_creek,1/5/24 7:00,NA,1.83,1.83,NA
Gallinas_creek,2/19/24 23:15,NA,1.83,1.83,NA
Gallinas_creek,3/17/24 5:30,NA,1.83,1.83,NA
Gallinas_creek,4/1/24 4:15,NA,1.83,1.83,NA
Gallinas_creek,4/28/24 1:45,NA,1.83,1.83,NA
Gallinas_creek,12/30/23 3:30,NA,1.82,1.82,NA
Gallinas_creek,2/26/24 1:45,NA,1.82,1.82,NA
Gallinas_creek,6/11/24 3:00,NA,1.82,1.82,NA
Gallinas_creek,7/23/23 16:45,NA,1.81,1.81,NA
Gallinas_creek,8/3/23 14:45,NA,1.81,1.81,NA
Gallinas_creek,8/18/23 14:30,NA,1.81,1.81,NA
Gallinas_creek,9/3/23 2:30,NA,1.81,1.81,NA
Gallinas_creek,10/10/23 11:00,NA,1.81,1.81,NA
Gallinas_creek,11/6/23 8:45,NA,1.81,1.81,NA
Gallinas_creek,11/9/23 10:00,NA,1.81,1.81,NA
Gallinas_creek,1/15/24 15:30,NA,1.81,1.81,NA
Gallinas_creek,2/27/24 2:15,NA,1.81,1.81,NA
Gallinas_creek,5/13/24 3:30,NA,1.81,1.81,NA
Gallinas_creek,8/30/23 12:30,NA,1.8,1.8,NA
Gallinas_creek,9/15/23 13:00,NA,1.8,1.8,NA
Gallinas_creek,9/16/23 0:45,NA,1.8,1.8,NA
Gallinas_creek,9/27/23 11:15,NA,1.8,1.8,NA
Gallinas_creek,10/11/23 11:00,NA,1.8,1.8,NA
Gallinas_creek,11/3/23 15:30,NA,1.8,1.8,NA
Gallinas_creek,2/25/24 1:30,NA,1.8,1.8,NA
Gallinas_creek,3/26/24 1:00,NA,1.8,1.8,NA
Gallinas_creek,5/17/24 21:00,NA,1.8,1.8,NA
Gallinas_creek,8/20/23 2:00,NA,1.79,1.79,NA
Gallinas_creek,9/14/23 12:45,NA,1.79,1.79,NA
Gallinas_creek,10/11/23 22:30,NA,1.79,1.79,NA
Gallinas_creek,10/12/23 23:15,NA,1.79,1.79,NA
Gallinas_creek,10/23/23 9:00,NA,1.79,1.79,NA
Gallinas_creek,12/17/23 5:00,NA,1.79,1.79,NA
Gallinas_creek,12/27/23 2:15,NA,1.79,1.79,NA
Gallinas_creek,12/28/23 2:30,NA,1.79,1.79,NA
Gallinas_creek,2/11/24 2:00,NA,1.79,1.79,NA
Gallinas_creek,2/28/24 2:30,NA,1.79,1.79,NA
Gallinas_creek,3/24/24 12:00,NA,1.79,1.79,NA
Gallinas_creek,4/6/24 10:30,NA,1.79,1.79,NA
Gallinas_creek,4/7/24 11:30,NA,1.79,1.79,NA
Gallinas_creek,4/19/24 22:45,NA,1.79,1.79,NA
Gallinas_creek,7/22/23 2:30,NA,1.78,1.78,NA
Gallinas_creek,8/17/23 14:00,NA,1.78,1.78,NA
Gallinas_creek,10/2/23 3:00,NA,1.78,1.78,NA
Gallinas_creek,10/6/23 17:45,NA,1.78,1.78,NA
Gallinas_creek,10/9/23 10:00,NA,1.78,1.78,NA
Gallinas_creek,10/13/23 23:45,NA,1.78,1.78,NA
Gallinas_creek,10/26/23 23:00,NA,1.78,1.78,NA
Gallinas_creek,12/29/23 3:00,NA,1.78,1.78,NA
Gallinas_creek,1/15/24 4:15,NA,1.78,1.78,NA
Gallinas_creek,1/31/24 16:00,NA,1.78,1.78,NA
Gallinas_creek,3/20/24 9:00,NA,1.78,1.78,NA
Gallinas_creek,3/21/24 10:15,NA,1.78,1.78,NA
Gallinas_creek,3/27/24 1:15,NA,1.78,1.78,NA
Gallinas_creek,4/6/24 23:30,NA,1.78,1.78,NA
Gallinas_creek,7/22/23 16:30,NA,1.77,1.77,NA
Gallinas_creek,8/2/23 13:45,NA,1.77,1.77,NA
Gallinas_creek,10/7/23 19:00,NA,1.77,1.77,NA
Gallinas_creek,2/13/24 15:00,NA,1.77,1.77,NA
Gallinas_creek,3/9/24,NA,1.77,1.77,NA
Gallinas_creek,3/18/24 6:45,NA,1.77,1.77,NA
Gallinas_creek,4/13/24 17:15,NA,1.77,1.77,NA
Gallinas_creek,4/20/24 23:00,NA,1.77,1.77,NA
Gallinas_creek,4/29/24 2:45,NA,1.77,1.77,NA
Gallinas_creek,5/3/24 21:45,NA,1.77,1.77,NA
Gallinas_creek,6/12/24 18:30,NA,1.77,1.77,NA
Gallinas_creek,7/24/23 17:30,NA,1.76,1.76,NA
Gallinas_creek,9/17/23 1:30,NA,1.76,1.76,NA
Gallinas_creek,10/22/23 8:00,NA,1.76,1.76,NA
Gallinas_creek,11/19/23 16:30,NA,1.76,1.76,NA
Gallinas_creek,11/21/23 8:15,NA,1.76,1.76,NA
Gallinas_creek,12/2/23 15:00,NA,1.76,1.76,NA
Gallinas_creek,12/31/23 4:30,NA,1.76,1.76,NA
Gallinas_creek,1/29/24 14:30,NA,1.76,1.76,NA
Gallinas_creek,3/19/24 8:00,NA,1.76,1.76,NA
Gallinas_creek,3/25/24 0:30,NA,1.76,1.76,NA
Gallinas_creek,11/7/23 9:30,NA,1.75,1.75,NA
Gallinas_creek,11/15/23 2:45,NA,1.75,1.75,NA
Gallinas_creek,11/16/23 3:15,NA,1.75,1.75,NA
Gallinas_creek,12/16/23 4:30,NA,1.75,1.75,NA
Gallinas_creek,1/1/24 5:30,NA,1.75,1.75,NA
Gallinas_creek,1/4/24 6:30,NA,1.75,1.75,NA
Gallinas_creek,1/14/24 3:30,NA,1.75,1.75,NA
Gallinas_creek,2/14/24 16:30,NA,1.75,1.75,NA
Gallinas_creek,2/18/24 22:00,NA,1.75,1.75,NA
Gallinas_creek,4/18/24 22:15,NA,1.75,1.75,NA
Gallinas_creek,9/13/23 12:30,NA,1.74,1.74,NA
Gallinas_creek,10/28/23,NA,1.74,1.74,NA
Gallinas_creek,11/8/23 9:45,NA,1.74,1.74,NA
Gallinas_creek,11/17/23 4:30,NA,1.74,1.74,NA
Gallinas_creek,1/2/24 5:15,NA,1.74,1.74,NA
Gallinas_creek,4/4/24 22:15,NA,1.74,1.74,NA
Gallinas_creek,4/8/24 12:30,NA,1.74,1.74,NA
Gallinas_creek,5/4/24 8:45,NA,1.74,1.74,NA
Gallinas_creek,8/16/23 13:45,NA,1.73,1.73,NA
Gallinas_creek,12/20/23 18:30,NA,1.73,1.73,NA
Gallinas_creek,1/30/24 3:30,NA,1.73,1.73,NA
Gallinas_creek,2/10/24 1:30,NA,1.73,1.73,NA
Gallinas_creek,2/24/24 1:00,NA,1.73,1.73,NA
Gallinas_creek,5/16/24 20:30,NA,1.73,1.73,NA
Gallinas_creek,6/7/24 15:00,NA,1.73,1.73,NA
Gallinas_creek,7/21/23 16:00,NA,1.72,1.72,NA
Gallinas_creek,8/1/23 13:30,NA,1.72,1.72,NA
Gallinas_creek,10/8/23 9:30,NA,1.72,1.72,NA
Gallinas_creek,11/14/23 2:00,NA,1.72,1.72,NA
Gallinas_creek,11/29/23 3:00,NA,1.72,1.72,NA
Gallinas_creek,11/30/23 3:45,NA,1.72,1.72,NA
Gallinas_creek,1/21/24 23:30,NA,1.72,1.72,NA
Gallinas_creek,2/20/24 23:45,NA,1.72,1.72,NA
Gallinas_creek,5/30/24 19:00,NA,1.72,1.72,NA
Gallinas_creek,8/14/23 12:45,NA,1.71,1.71,NA
Gallinas_creek,9/12/23 12:00,NA,1.71,1.71,NA
Gallinas_creek,9/26/23 10:45,NA,1.71,1.71,NA
Gallinas_creek,10/15/23 0:45,NA,1.71,1.71,NA
Gallinas_creek,10/16/23 1:45,NA,1.71,1.71,NA
Gallinas_creek,11/5/23 8:00,NA,1.71,1.71,NA
Gallinas_creek,11/27/23 1:30,NA,1.71,1.71,NA
Gallinas_creek,11/28/23 2:00,NA,1.71,1.71,NA
Gallinas_creek,3/6/24 22:45,NA,1.71,1.71,NA
Gallinas_creek,5/15/24 20:00,NA,1.71,1.71,NA
Gallinas_creek,6/8/24 15:15,NA,1.71,1.71,NA
Gallinas_creek,8/15/23 13:00,NA,1.7,1.7,NA
Gallinas_creek,8/21/23 3:00,NA,1.7,1.7,NA
Gallinas_creek,9/11/23 11:45,NA,1.7,1.7,NA
Gallinas_creek,10/29/23 0:45,NA,1.7,1.7,NA
Gallinas_creek,11/13/23 0:45,NA,1.7,1.7,NA
Gallinas_creek,11/23/23 21:45,NA,1.7,1.7,NA
Gallinas_creek,1/1/24 15:15,NA,1.7,1.7,NA
Gallinas_creek,3/7/24 23:30,NA,1.7,1.7,NA
Gallinas_creek,4/3/24 7:00,NA,1.7,1.7,NA
Gallinas_creek,8/29/23 12:00,NA,1.69,1.69,NA
Gallinas_creek,9/18/23 2:15,NA,1.69,1.69,NA
Gallinas_creek,11/4/23 16:45,NA,1.69,1.69,NA
Gallinas_creek,11/20/23 7:00,NA,1.69,1.69,NA
Gallinas_creek,2/22/24,NA,1.69,1.69,NA
Gallinas_creek,2/23/24 0:30,NA,1.69,1.69,NA
Gallinas_creek,4/2/24 5:15,NA,1.69,1.69,NA
Gallinas_creek,4/9/24 13:30,NA,1.69,1.69,NA
Gallinas_creek,4/15/24 4:45,NA,1.69,1.69,NA
Gallinas_creek,4/22/24 12:15,NA,1.69,1.69,NA
Gallinas_creek,5/29/24 3:45,NA,1.69,1.69,NA
Gallinas_creek,8/6/23 4:00,NA,1.68,1.68,NA
Gallinas_creek,9/25/23 9:45,NA,1.68,1.68,NA
Gallinas_creek,10/31/23 2:45,NA,1.68,1.68,NA
Gallinas_creek,1/29/24 3:15,NA,1.68,1.68,NA
Gallinas_creek,2/9/24 0:45,NA,1.68,1.68,NA
